time,gps_time,latitude,longitude,depth,mag,id,place,type,channel,FS,startGPS,eventTime_GPS,SNR,mean_noise_level,integrated_signal_um,signal_duration,integrated_signal_um_per_s,peak_data_um,peak_data_um_mean_subtracted
16-Sep-2015 23:28:23,1126481321.11,-30.7179,-71.8037,20.71,5.5,us10003it9,"59km WSW of Ovalle, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126480121,1126481321,8.02234418371419,33110.7197471534,183651.186446017,2417.75,75.9595435615828,356.244313676327,323.133593929174
17-Sep-2015 03:55:15,1126497333.43,-31.4244,-71.6876,27,6.5,us20003kfj,"54km WNW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126496133,1126497333,25.0165937124409,324.586005259761,2252.18807824096,2412,0.93374298434534,6.9565544361394,6.63196843087964
17-Sep-2015 04:02:10,1126497748.02,-31.2244,-71.926,15.97,5.7,us20003kft,"85km WNW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126496548,1126497748,19.7648348571603,362.528636580322,3050.54979806667,2415.5,1.2629061469951,6.98664234899503,6.62411371241471
17-Sep-2015 04:10:27,1126498245.78,-31.5173,-71.804,23,6.7,us20003kfv,"61km WNW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126497046,1126498246,21.2160289520436,467.960338175766,5624.74230482399,2412.5,2.33149940096331,13.4901352179156,13.0221748797398
17-Sep-2015 04:26:38,1126499216.97,-31.4167,-71.98,17.62,5.5,us20003kgi,"80km WNW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126498017,1126499217,12.2304881591329,819.954774319474,6875.31649104486,2414.25,2.84780635437294,13.5543246521871,12.7343698778677
17-Sep-2015 12:14:34,1126527292.91,-32.9149,-71.6064,10,5.9,us20003kkw,"13km NNW of Vina del Mar, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126526093,1126527293,20.6721017688589,31.1025706648026,208.795270556335,2404.75,0.086826185905535,0.589177828279447,0.558075257614644
17-Sep-2015 20:40:31,1126557649.75,-29.9614,-71.8851,5.69,5.5,us20003kwk,"52km W of Coquimbo, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126556450,1126557650,8.40830960246705,25.5866544126128,21.9291735449113,2424.5,0.00904482307482421,0.124640186615296,0.0990535322026832
18-Sep-2015 08:18:17,1126599515.86,-32.2292,-72.3678,6,5.6,us20003l55,"109km WNW of La Ligua, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126598316,1126599516,17.5674834495892,19.2484646404138,100.115617830861,2411.75,0.0415116068543014,0.240092800063346,0.220844335422932
18-Sep-2015 09:10:44,1126602662.73,-32.3681,-72.2292,8,6.2,us20003l5d,"93km NW of Valparaiso, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126601463,1126602663,10.5388266271139,275.501273664135,127.529532438658,2410.25,0.0529113297121286,1.67550618812216,1.40000491445802
18-Sep-2015 15:59:42,1126627200.64,15.2767,-45.9886,10,6,us20003lc6,"Northern Mid-Atlantic Ridge",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126626001,1126627201,37.6977807143139,22.8213735584618,1500.99449945404,2561.5,0.585982627153638,2.43963050024824,2.41680912668977
19-Sep-2015 05:06:47,1126674425.5,-29.6411,-72.077,6,6.1,us20003lql,"78km WNW of Coquimbo, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126673226,1126674426,27.3729020351707,20.9263854321094,491.978604900832,2427.25,0.202689712596903,0.820939331867948,0.800012946435839
19-Sep-2015 09:07:09,1126688847.55,-31.0999,-71.5902,28,5.7,us20003lsq,"66km SSW of Ovalle, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126687648,1126688848,12.8960923983043,46.6944293411564,300.873244135653,2413.75,0.124649712743927,0.663170744530688,0.616476315189531
19-Sep-2015 12:52:20,1126702358.92,-32.3335,-72.0629,18,6.2,us20003luw,"79km W of La Ligua, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126701159,1126702359,38.3268425930856,17.6417091691205,821.126854460203,2408.75,0.340893349023437,2.26248473417573,2.24484302500661
19-Sep-2015 13:08:57,1126703355.76,-30.5256,-72.1984,10,5.6,us20003lv1,"96km W of Ovalle, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126702156,1126703356,14.0191708206223,184.925133574875,1290.09333544591,2421.5,0.532766192626846,2.58616182010942,2.40123668653455
21-Sep-2015 05:39:34,1126849192.91,-31.5757,-71.7431,30,6.1,us20003mcj,"55km W of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126847993,1126849193,34.1319351285035,14.7467375342344,629.767387575637,2411,0.261205884519136,1.87439624992521,1.85964951239097
21-Sep-2015 17:40:00,1126892418.06,-31.7275,-71.3792,35,6.6,us20003mi0,"22km WSW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126891218,1126892418,41.7817379061387,25.2567645644456,3479.38712268413,2408.5,1.44462824275862,10.044351298433,10.0190945338685
22-Sep-2015 07:13:00,1126941198.52,-31.4441,-71.2653,58,6,us20003msd,"22km NNW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1126939999,1126941199,24.6043123841159,21.0980390643196,310.250660182072,2407.25,0.12888177803804,0.595748543138271,0.574650504073951
24-Sep-2015 13:48:58,1127137756.48,50.7832,-130.2084,10,5.7,us20003nmz,"197km W of Port Hardy, Canada",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127136556,1127137756,53.7220228157412,16.5212436444832,6274.86574421082,3147.75,1.99344476029253,35.6667532327708,35.6502319891263
24-Sep-2015 15:53:27,1127145225.74,-0.6212,131.2622,18,6.6,us20003nqr,"29km N of Sorong, Indonesia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127144026,1127145226,28.4341408307637,64.7702029370114,1787.9068588307,2316.25,0.771897186759072,2.76557147909377,2.70080127615676
24-Sep-2015 15:56:56,1127145434.17,-10.1917,160.5201,25.54,5.8,us20003nr6,"104km SE of Honiara, Solomon Islands",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127144234,1127145434,11.617286714975,121.691642479607,1965.85312075773,2400.5,0.818934855554146,2.77446681252225,2.65277517004265
26-Sep-2015 02:51:18,1127271096.83,-30.8148,-71.3217,46,6.3,us20003p9y,"26km SSW of Ovalle, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127269897,1127271097,25.6887001594352,32.5463562302789,997.8369953614,2412.75,0.41356833296504,2.93166241951532,2.89911606328504
26-Sep-2015 18:17:24,1127326662.87,-6.278,151.6661,2.93,5.5,us20003pcw,"186km ESE of Kimbe, Papua New Guinea",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127325463,1127326663,15.2901344483474,26.3495650431339,57.641755948742,2380.5,0.0242141381847267,0.219336041871961,0.192986476828827
26-Sep-2015 21:40:35,1127338853.4,-57.0947,-142.4382,10,5.9,us20003pdw,"Pacific-Antarctic Ridge",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127337653,1127338853,24.6325518037132,24.1704611811895,129.126414519055,2306.75,0.0559776371600977,0.603773292159373,0.579602830978183
28-Sep-2015 15:28:05,1127489303.79,-23.8028,-66.6126,219,5.9,us20003pnw,"54km NNW of San Antonio de los Cobres, Argentina",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127488104,1127489304,16.2843191725671,15.9294270127627,128.293933972308,2421.5,0.0529811827265366,0.211016679629293,0.19508725261653
03-Oct-2015 06:03:42,1127887440.08,-37.4557,-73.6761,14.53,5.8,us10003jyn,"18km N of Lebu, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127886240,1127887440,13.2324623765012,53.1827961270001,90.2505394325939,2381.75,0.0378925325632807,0.44765830657249,0.39447551044549
03-Oct-2015 06:26:55,1127888833.78,-30.301,-71.551,38,5.9,us10003jyt,"43km SSW of Coquimbo, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1127887634,1127888834,18.716899933366,67.662954937794,354.642118275352,2417.5,0.146697877259711,0.998801179305225,0.931138224367431
05-Oct-2015 16:33:26,1128098024.78,-30.3035,-71.5318,34,5.9,us10003kg9,"42km SSW of Coquimbo, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1128096825,1128098025,26.4934935806596,35.2023428419281,332.423476518928,2417.75,0.137492907256304,1.13230529867887,1.09710295583694
05-Oct-2015 17:35:54,1128101772.87,51.9487,-179.2558,90.82,5.7,us10003kgq,"77km N of Amatignak Island, Alaska",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1128100573,1128101773,11.785236814663,105.021198229709,93.3290830611747,2801,0.033319915409202,0.688261327073168,0.58324012884346
10-Oct-2015 08:56:05,1128502583.41,-60.7167,-20.8492,10,5.5,us10003mns,"East of the South Sandwich Islands",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1128501383,1128502583,9.25587739115255,53.7644651285092,55.8664205231476,2131.75,0.0262068350055811,0.405943422837765,0.352178957709256
11-Oct-2015 00:58:27,1128560325.17,-54.4856,-135.708,10,6.1,us10003mrv,"Pacific-Antarctic Ridge",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1128559125,1128560325,14.7529264941938,151.152079527774,246.038945617088,2328.25,0.105675483997461,1.60697784915249,1.45582576962471
12-Oct-2015 03:15:19,1128654937.16,-31.1849,-71.8227,21,5.6,us10003mxa,"79km NW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1128653737,1128654937,8.34217128758408,90.9343531707344,55.6866062595279,2414.75,0.023061023401813,0.337388847117509,0.246454493946775
14-Oct-2015 05:43:08,1128836606.3,48.8595,156.2259,12,6,us10003nib,"202km S of Severo-Kuril'sk, Russia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1128835406,1128836606,33.0890793016953,47.77299470873,1808.7879081249,2673.75,0.67649851636275,2.53809453474688,2.49032154003815
16-Oct-2015 06:38:26,1129012724.18,55.5962,159.2114,285,5.6,us10003p25,"49km SE of Esso, Russia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129011524,1129012724,14.5651266256302,28.951465968332,123.591280946437,2682.25,0.0460774651678395,0.202387034584348,0.173435568616016
17-Oct-2015 11:33:08,1129116806.95,-25.4674,-64.4839,17,5.8,us10003pc9,"19km ESE of El Galpon, Argentina",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129115607,1129116807,15.6241268093773,27.4584896538043,128.635410937174,2425.25,0.0530400622357175,0.313909790347252,0.286451300693448
18-Oct-2015 16:18:35,1129220333.52,-16.2018,-173.2608,12,6,us10003pie,"59km ESE of Hihifo, Tonga",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129219134,1129220334,40.6904899876009,41.5500329550971,2551.6988826108,2487.75,1.02570551004353,4.115993265251,4.0744432322959
19-Oct-2015 13:50:41,1129297859.62,13.8654,120.6172,106,5.8,us10003pnb,"2km W of Balitoc, Philippines",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129296660,1129297860,10.2720910159224,28.996326086703,82.8629496794987,2334.25,0.0354987467835488,0.194093226852684,0.165096900765981
20-Oct-2015 21:52:02,1129413140.56,-14.8595,167.3028,135,7.1,us10003q0q,"34km NE of Port-Olry, Vanuatu",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129411941,1129413141,27.3133136198354,53.882153349031,6386.95785469331,2395.75,2.6659533985989,8.94165537202132,8.88777321867229
23-Oct-2015 22:03:22,1129673020.84,-2.1661,138.2666,8,5.8,us10003r43,"262km WNW of Abepura, Indonesia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129671821,1129673021,13.6722998257166,39.5026733136689,119.887455417789,2340,0.0512339553067474,0.354225517769873,0.314722844456204
26-Oct-2015 09:09:32,1129885790.02,36.459,70.6847,206.94,5.9,us100042n2,"46km SSW of Jarm, Afghanistan",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129884590,1129885790,39.4982015683248,109.551892492897,20286.9524808549,2340.25,8.66871166792221,26.5358206019906,26.4262687094977
26-Oct-2015 09:09:42,1129885800.56,36.5244,70.3676,231,7.5,us10003re5,"45km E of Farkhar, Afghanistan",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1129884601,1129885801,38.8843793722465,111.503242903374,20374.2708635892,2337.75,8.71533348886288,26.5358206019907,26.4243173590873
02-Nov-2015 08:15:33,1130487351.54,51.5815,-173.3339,13,5.8,us200041a0,"90km SE of Atka, Alaska",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1130486152,1130487352,25.5988957427443,73.9983245748003,1435.02098689231,2843.25,0.504711505105887,2.45634398964045,2.38234566506565
04-Nov-2015 03:44:15,1130643873.19,-8.3381,124.8754,20,6.5,us200041ty,"80km WNW of Dili, East Timor",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1130642673,1130643873,26.8195264478555,36.0174240162746,691.95274482768,2253,0.307125053185832,1.11364730473641,1.07762988072014
05-Nov-2015 16:32:38,1130776376.75,-3.7259,150.9036,10,5.5,us10003uwk,"127km S of Kavieng, Papua New Guinea",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1130775177,1130776377,12.9027242962523,37.5353693547647,55.4134496212745,2389,0.0231952488996545,0.152884364197611,0.115348994842846
07-Nov-2015 07:04:31,1130915089.38,-29.4642,-72.3015,13,6.2,us10003vgi,"107km WNW of Coquimbo, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1130913889,1130915089,22.0846741819919,154.102332125697,1102.65727373998,2428.25,0.454095448878815,3.54227247151651,3.38817013939081
07-Nov-2015 07:31:43,1130916721.87,-30.8796,-71.4519,46,6.8,us10003vgt,"39km SW of Ovalle, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1130915522,1130916722,28.2423750556288,270.337662646354,5074.91942108684,2412.75,2.10337557603848,12.7306734335617,12.4603357709153
08-Nov-2015 10:42:01,1131014539.59,6.8782,94.5455,8,5.5,us10003vpz,"138km NW of Sabang, Indonesia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131013340,1131014540,19.6737313651837,126.045417012854,887.798746808355,2222.5,0.399459503625806,1.7305351918349,1.60448977482205
08-Nov-2015 10:46:17,1131014795.43,51.5002,-172.9113,16,5.6,us10003vq1,"117km SE of Atka, Alaska",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131013595,1131014795,24.2789140150689,111.790161138662,999.741840316006,2845,0.351403107316698,1.7305351918349,1.61874503069624
08-Nov-2015 11:33:14,1131017612.59,51.5345,-172.9785,20,5.7,us10003vq9,"111km SE of Atka, Alaska",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131016413,1131017613,13.0399659704719,328.946547963452,984.961271328587,2844.25,0.346299119742845,2.06773695061632,1.73879040265287
08-Nov-2015 16:47:02,1131036440.16,6.8431,94.648,10,6.6,us10003vry,"128km NW of Sabang, Indonesia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131035240,1131036440,12.2205072366528,97.6434311925489,414.201502577063,2222.25,0.18638834630535,0.627599655464506,0.529956224271957
09-Nov-2015 16:03:46,1131120244.07,51.6394,-173.0746,15,6.5,us10003vyx,"99km SE of Atka, Alaska",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131119044,1131120244,44.207595269,62.7740641775346,11426.04641036,2844.75,4.01653797710168,13.1407850181541,13.0780109539766
11-Nov-2015 00:26:57,1131236835.76,6.2386,147.6443,13,5.6,us10003x8b,"143km SSE of Satawal, Micronesia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131235636,1131236836,13.2562681466689,35.6034422126355,100.069761099545,2424.75,0.041270135518938,0.267476251400454,0.231872809187819
11-Nov-2015 01:54:38,1131242096.57,-29.5067,-72.0068,12,6.9,us10003x8t,"81km NW of Coquimbo, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131240897,1131242097,51.7157540300237,41.5509054110458,7339.37712310562,2427,3.02405320276292,20.2902249711246,20.2486740657136
11-Nov-2015 06:26:33,1131258411.73,-9.1387,-108.6442,10,5.6,us10003xaf,"Central East Pacific Rise",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131257212,1131258412,26.4463954522164,64.0854157309055,474.056512612013,2651.75,0.178771193593669,1.74402848524978,1.67994306951887
13-Nov-2015 20:51:31,1131483109.03,31.0009,128.8729,12,6.7,us10003y71,"140km WSW of Makurazaki, Japan",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131481909,1131483109,27.2266482333475,380.220790347022,7021.43493328608,2472.75,2.83952479356428,12.8592008540256,12.4789800636786
14-Nov-2015 19:20:21,1131564039.39,31.4417,128.8428,10,5.7,us10003ydz,"138km S of Fukue, Japan",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131562839,1131564039,9.02349290477921,126.990234390101,203.746182466763,2475.75,0.0822967514760227,0.561336587883446,0.434346353493345
16-Nov-2015 00:39:33,1131669591.52,17.8398,-81.8219,6.71,5.8,us10003yjy,"167km SSW of George Town, Cayman Islands",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131668392,1131669592,26.4901794264713,63.5993553409099,1271.09633557732,2777.5,0.457640444852321,1.69472343348372,1.63112407814281
16-Nov-2015 16:49:13,1131727771.73,48.3334,154.2439,34,5.9,us10003yr1,"294km SSW of Severo-Kuril'sk, Russia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131726572,1131727772,23.2015989719395,47.440450534301,468.426144570947,2659,0.176166282275648,0.987564371891407,0.940123921357106
17-Nov-2015 07:10:07,1131779425.3,38.67,20.6,11,6.5,us10003ywp,"10km WSW of Nidri, Greece",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131778225,1131779425,38.474963924834,59.2711767589785,2580.53338409159,2424,1.06457647858564,7.10553982279698,7.046268646038
18-Nov-2015 18:31:04,1131906682.57,-8.8994,158.4217,12.59,6.8,us10003zcp,"115km SW of Dadali, Solomon Islands",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1131905483,1131906683,55.2631863537968,54.2283780893301,13799.4566962808,2398.75,5.75276985775127,36.7500924559549,36.6958640778656
20-Nov-2015 05:31:52,1132032730.49,26.3565,142.6429,14,5.8,us10003zrf,"91km SSE of Chichi-shima, Japan",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132031530,1132032730,30.4512130926656,41.8210486884912,898.622430897502,2509.5,0.35808823705818,1.57958833340376,1.53776728471527
21-Nov-2015 09:06:13,1132131991.46,-7.1484,129.9375,82,6.1,us1000402t,"176km WNW of Saumlaki, Indonesia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132130791,1132131991,14.5940205564956,41.5641560399122,130.333187063826,2273.25,0.0573334156224901,0.280668178001051,0.239104021961139
21-Nov-2015 23:05:30,1132182348.65,-30.5754,-71.7676,27,5.8,us10004077,"54km W of Ovalle, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132181149,1132182349,22.8440331308939,34.8804675817466,195.051966337726,2417.75,0.080674993832169,0.72022693357635,0.685346465994603
23-Nov-2015 20:41:21,1132346499.5,16.9762,-98.9116,34,5.6,us100040iy,"25km NW of San Luis Acatlan, Mexico",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132345300,1132346500,31.5121627521455,51.8325293542603,808.151418914576,2848.75,0.283686325200378,3.68135791104821,3.62952538169395
24-Nov-2015 22:45:38,1132440356.88,-10.5372,-70.9437,606.21,7.6,us100040ww,"173km WNW of Iberia, Peru",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132439157,1132440357,29.8696170285702,78.1291051654054,18528.6080672289,2466.25,7.51286693045266,34.7095937847395,34.6314646795741
26-Nov-2015 05:45:18,1132551936.4,-9.1825,-71.2574,602.75,6.7,us100041f1,"125km SSW of Tarauaca, Brazil",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132550736,1132551936,26.9591971446479,48.9379250263524,1791.32518160208,2476.25,0.723402395397105,3.14907638451287,3.10013845948652
27-Nov-2015 11:46:27,1132660005.18,13.0906,-88.9476,52,5.6,us100041q5,"45km S of El Rosario, El Salvador",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132658805,1132660005,14.9987848091663,53.4749005803479,162.477062368588,2772,0.058613658863127,0.52591409604005,0.472439195459702
27-Nov-2015 21:00:22,1132693240.92,-24.828,-70.6009,34,6.2,us100041t7,"64km N of Taltal, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1132692041,1132693241,18.1258335112634,47.7464117789192,410.48357496707,2449.5,0.167578516010235,0.836630930633282,0.788884518854363
01-Dec-2015 17:08:25,1133024923.13,-14.8839,-176.5573,10,5.8,us100042gv,"182km SSW of Mata-Utu, Wallis and Futuna",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1133023723,1133024923,11.7684954010541,89.9482688615509,249.960687957868,2482.25,0.100699239785625,0.510382281465796,0.420434012604245
04-Dec-2015 22:25:00,1133303118.11,-47.6165,85.0913,35,7.1,us100043z2,"Southeast Indian Ridge",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1133301918,1133303118,28.0544416315446,93.9315569017998,2599.51894033299,1809.25,1.4367936660677,4.62466591340301,4.53073435650122
07-Dec-2015 07:50:05,1133509823.95,38.2107,72.7797,22,7.2,us100044k6,"104km W of Murghob, Tajikistan",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1133508624,1133509824,33.1901230060316,256.088763805202,9893.74901624715,2372,4.17105776401651,22.7752933821566,22.5192046183514
07-Dec-2015 07:51:11,1133509889.43,-31.3985,-71.2624,49.53,5.5,us100044k5,"27km NNW of Illapel, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1133508689,1133509889,32.5937711124981,272.874655193206,11083.5657355666,2408.5,4.601854156349,23.7897599549883,23.516885299795
07-Dec-2015 08:30:56,1133512274.73,41.7307,74.6053,21.53,5.5,us100044km,"23km SSE of Chayek, Kyrgyzstan",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1133511075,1133512275,11.5622579840008,10364.0986533662,27134.0863891103,2398.75,11.3117608709162,94.9744649563537,84.6103663029875
08-Dec-2015 12:56:07,1133614585.42,-30.8096,-71.7519,25,5.6,us1000454p,"57km WSW of Ovalle, Chile",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1133613385,1133614585,12.63921421863,82.2177483104057,82.9995591998161,2416.5,0.0343470139457133,0.430933031413796,0.34871528310339
09-Dec-2015 10:21:48,1133691726.53,-4.1064,129.5079,21,6.9,us20004ft7,"107km SE of Amahai, Indonesia",earthquake,H1:ISI-GND_STS_ETMY_Z_DQ,4,1133690527,1133691727,33.8100660783378,103.455197018387,2696.87742667325,2292.25,1.1765197629723,6.50205884667558,6.39860364965719
